step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1008,0.00403,1.0,,
1009,0.00511,1.0,,
1010,0.10126,0.98413,,
1011,0.21294,0.95385,,
1012,0.01159,1.0,,
1013,0.01699,0.98413,,
1014,0.05497,0.98333,,
1015,0.04336,0.98551,,
1016,0.00082,1.0,,
1017,0.0824,0.96923,,
1018,0.14556,0.97059,,
1019,0.0018,1.0,,
1020,0.07245,0.96667,,
1021,0.0593,0.98551,,
1022,0.117,0.97183,,
1023,0.04969,0.98361,,
1024,0.06378,0.95312,,
1025,0.00318,1.0,,
1026,0.00541,1.0,,
1027,0.00121,1.0,,
1028,0.01017,1.0,,
1029,0.04134,0.98529,,
1030,0.02239,0.98529,,
1031,0.00148,1.0,,
1032,0.0601,0.98413,,
1033,0.00531,1.0,,
1034,0.128,0.95775,,
1035,0.00402,1.0,,
1036,0.05714,0.96825,,
1037,0.01161,1.0,,
1038,0.10982,0.97015,,
1039,0.0026,1.0,,
1040,0.02497,0.98462,,
1041,0.1159,0.97059,,
1042,0.00245,1.0,,
1043,0.08944,0.98305,,
1044,0.01557,0.98507,,
1045,0.02289,0.97143,,
1046,0.00058,1.0,,
1047,0.00291,1.0,,
1048,0.04572,0.98333,,
1049,0.0417,0.98438,,
1050,0.00236,1.0,,
1051,0.01888,0.98592,,
1052,0.08261,0.98438,,
1053,0.08939,0.98276,,
1054,0.12969,0.95161,,
1055,0.00153,1.0,,
1056,0.05643,0.98413,,
1057,0.1184,0.9661,,
1058,0.0645,0.98462,,
1059,0.10519,0.95385,,
1060,0.05784,0.98438,,
1061,0.05834,0.98039,,
1062,0.08425,0.97059,,
1063,0.13651,0.96923,,
1064,0.07068,0.98507,,
1065,0.02359,0.98438,,
1066,0.03068,0.98387,,
1067,0.00383,1.0,,
1068,0.00595,1.0,,
1069,0.00173,1.0,,
1070,0.00824,1.0,,
1071,0.05121,0.98438,,
1072,0.0018,1.0,,
1073,0.01888,1.0,,
1074,0.07714,0.96552,,
1075,0.06963,0.97101,,
1076,0.08785,0.98611,,
1077,0.06285,0.96774,,
1078,0.00626,1.0,,
1079,0.00347,1.0,,
1080,0.00236,1.0,,
1081,0.00446,1.0,,
1082,0.00454,1.0,,
1083,0.02322,0.98462,,
1084,0.06058,0.9726,,
1085,0.00125,1.0,,
1086,0.02581,0.98333,,
1087,0.02435,0.96774,,
1088,0.01669,0.98361,,
1089,0.01907,0.98438,,
1090,0.07124,0.98485,,
1091,0.00206,1.0,,
1092,0.03363,0.98387,,
1093,0.04723,0.98462,,
1094,0.05409,0.98551,,
1095,0.00114,1.0,,
1096,0.01065,1.0,,
1097,0.05888,0.97183,,
1098,0.00096,1.0,,
1099,0.00269,1.0,,
1100,0.00128,1.0,0.01589,1.0
1101,0.00959,1.0,,
1102,0.00236,1.0,,
1103,0.08537,0.95455,,
1104,0.01258,0.98485,,
1105,0.00339,1.0,,
1106,0.10704,0.96875,,
1107,0.01579,1.0,,
1108,0.00371,1.0,,
1109,0.0631,0.98507,,
1110,0.00519,1.0,,
1111,0.0186,0.98387,,
1112,0.00057,1.0,,
1113,0.00032,1.0,,
1114,0.0077,1.0,,
1115,0.07499,0.98305,,
1116,0.00214,1.0,,
1117,0.15185,0.98462,,
1118,3e-05,1.0,,
1119,0.1523,0.95385,,
1120,0.00214,1.0,,
1121,0.04034,0.98462,,
1122,0.0611,0.96923,,
1123,0.00031,1.0,,
1124,0.00026,1.0,,
1125,0.02894,0.98551,,
1126,0.09165,0.98361,,
1127,0.00483,1.0,,
1128,0.00244,1.0,,
1129,0.00362,1.0,,
1130,0.00757,1.0,,
1131,0.01293,1.0,,
1132,0.14038,0.93939,,
1133,0.00047,1.0,,
1134,7e-05,1.0,,
1135,0.00334,1.0,,
1136,0.0005,1.0,,
1137,0.02656,0.98462,,
1138,0.00141,1.0,,
1139,0.00017,1.0,,
1140,0.05417,0.98387,,
1141,0.08959,0.96923,,
1142,0.0525,0.98361,,
1143,0.00127,1.0,,
1144,0.02643,0.98438,,
1145,0.04934,0.98387,,
1146,0.07436,0.98276,,
1147,0.11252,0.94444,,
1148,0.10884,0.98529,,
1149,0.12499,0.98507,,
1150,6e-05,1.0,,
1151,0.11185,0.98361,,
1152,0.0904,0.98529,,
1153,0.07219,0.98462,,
1154,0.00177,1.0,,
1155,0.12582,0.95238,,
1156,0.26858,0.95161,,
1157,0.00025,1.0,,
1158,0.02476,0.98276,,
1159,0.05715,0.98305,,
1160,0.07317,0.98551,,
1161,0.00047,1.0,,
1162,0.0011,1.0,,
1163,0.00382,1.0,,
1164,0.00181,1.0,,
1165,0.23312,0.94915,,
1166,0.00208,1.0,,
1167,0.13986,0.95946,,
1168,0.06172,0.98507,,
1169,0.1286,0.98361,,
1170,0.00032,1.0,,
1171,0.00031,1.0,,
1172,0.00346,1.0,,
1173,0.00097,1.0,,
1174,0.00022,1.0,,
1175,0.05145,0.98592,,
1176,0.0737,0.96774,,
1177,0.35149,0.93651,,
1178,0.00105,1.0,,
1179,0.04234,0.98507,,
1180,0.15792,0.98305,,
1181,0.0004,1.0,,
1182,0.00075,1.0,,
1183,0.00211,1.0,,
1184,0.08182,0.98507,,
1185,8e-05,1.0,,
1186,0.09319,0.98462,,
1187,0.12466,0.96875,,
1188,0.00011,1.0,,
1189,0.00502,1.0,,
1190,0.14356,0.96078,,
1191,0.04532,0.98305,,
1192,0.04362,0.98333,,
1193,0.00612,1.0,,
1194,0.05284,0.98611,,
1195,0.00034,1.0,,
1196,0.09581,0.98387,,
1197,0.12982,0.98413,,
1198,0.03365,0.98438,,
1199,0.00062,1.0,,
1200,0.0008,1.0,0.00222,1.0
1201,0.00054,1.0,,
1202,0.01252,0.98529,,
1203,0.00047,1.0,,
1204,0.00661,1.0,,
1205,0.00097,1.0,,
1206,8e-05,1.0,,
1207,0.19882,0.96825,,
1208,0.11159,0.98649,,
1209,0.04571,0.98361,,
1210,0.00168,1.0,,
1211,0.00018,1.0,,
1212,0.00188,1.0,,
1213,0.03031,0.98485,,
1214,0.03584,0.98246,,
1215,0.00284,1.0,,
1216,0.00325,1.0,,
1217,0.16469,0.95082,,
1218,0.15904,0.98113,,
1219,0.0027,1.0,,
1220,0.02434,0.98571,,
1221,0.06114,0.98571,,
1222,0.00218,1.0,,
1223,0.0896,0.98413,,
1224,0.14066,0.96825,,
1225,0.11231,0.98333,,
1226,0.00361,1.0,,
1227,0.07019,0.97059,,
1228,0.00172,1.0,,
1229,0.00079,1.0,,
1230,0.00972,1.0,,
1231,0.00011,1.0,,
1232,0.0391,0.98529,,
1233,0.00055,1.0,,
1234,0.08999,0.98507,,
1235,0.00531,1.0,,
1236,0.00094,1.0,,
1237,0.0002,1.0,,
1238,0.00121,1.0,,
1239,7e-05,1.0,,
1240,0.00654,1.0,,
1241,0.01433,0.98387,,
1242,0.00099,1.0,,
1243,0.00035,1.0,,
1244,0.05002,0.98438,,
1245,0.00525,1.0,,
1246,0.00228,1.0,,
1247,0.23873,0.9661,,
1248,0.00088,1.0,,
1249,0.00015,1.0,,
1250,0.0001,1.0,,
1251,8e-05,1.0,,
1252,0.06634,0.98462,,
1253,8e-05,1.0,,
1254,0.0002,1.0,,
1255,0.03237,0.98507,,
1256,0.05299,0.98413,,
1257,0.03691,0.98276,,
1258,0.00044,1.0,,
1259,0.00071,1.0,,
1260,0.00017,1.0,,
1261,0.054,0.98361,,
1262,0.00028,1.0,,
1263,0.01354,0.98507,,
1264,0.09089,0.96825,,
1265,0.00372,1.0,,
1266,0.00058,1.0,,
1267,0.0009,1.0,,
1268,0.00116,1.0,,
1269,0.00036,1.0,,
1270,7e-05,1.0,,
1271,0.00031,1.0,,
1272,0.09597,0.98305,,
1273,0.00115,1.0,,
1274,0.0046,1.0,,
1275,0.03741,0.98413,,
1276,0.00034,1.0,,
1277,0.00034,1.0,,
1278,0.12374,0.95312,,
1279,0.00184,1.0,,
1280,0.0024,1.0,,
1281,0.04787,0.98507,,
1282,0.03076,0.9863,,
1283,0.0006,1.0,,
1284,0.11577,0.98246,,
1285,0.05256,0.98387,,
1286,0.03285,0.98387,,
1287,0.0105,1.0,,
1288,0.08645,0.98113,,
1289,0.00454,1.0,,
1290,0.00048,1.0,,
1291,0.06985,0.98571,,
1292,0.00051,1.0,,
1293,0.09547,0.98361,,
1294,8e-05,1.0,,
1295,0.04542,0.98387,,
1296,0.06757,0.98507,,
1297,0.09942,0.96875,,
1298,0.00057,1.0,,
1299,0.00591,1.0,,
1300,0.00056,1.0,0.00029,1.0
1301,0.09812,0.98305,,
1302,0.16307,0.98485,,
1303,0.0648,0.98462,,
1304,0.00041,1.0,,
1305,0.0002,1.0,,
1306,0.00025,1.0,,
1307,0.00583,1.0,,
1308,0.08972,0.98305,,
1309,0.0001,1.0,,
1310,0.0002,1.0,,
1311,0.19212,0.98333,,
1312,0.00057,1.0,,
1313,0.05156,0.98462,,
1314,0.06606,0.98507,,
1315,0.04159,0.98551,,
1316,0.00023,1.0,,
1317,0.16352,0.94643,,
1318,0.0952,0.9661,,
1319,0.06765,0.96923,,
1320,0.00205,1.0,,
1321,0.12549,0.98485,,
1322,0.00036,1.0,,
1323,0.07159,0.98507,,
1324,0.15588,0.98361,,
1325,0.04561,0.98438,,
1326,0.08075,0.96774,,
1327,0.14009,0.96825,,
1328,0.01654,0.98507,,
1329,0.00025,1.0,,
1330,0.13692,0.96875,,
1331,0.13322,0.98413,,
1332,0.03489,0.98387,,
1333,0.06367,0.98485,,
1334,0.04814,0.98438,,
1335,0.00331,1.0,,
1336,0.04344,0.97015,,
1337,0.00119,1.0,,
1338,0.00397,1.0,,
1339,0.00354,1.0,,
1340,0.00319,1.0,,
1341,0.0027,1.0,,
1342,0.0548,0.98214,,
1343,0.00076,1.0,,
1344,0.03526,0.98462,,
1345,0.00026,1.0,,
1346,0.00014,1.0,,
1347,0.01162,0.98551,,
1348,6e-05,1.0,,
1349,0.00199,1.0,,
1350,0.05833,0.98387,,
1351,0.00036,1.0,,
1352,0.01581,0.98387,,
1353,0.00134,1.0,,
1354,0.05657,0.98507,,
1355,0.00015,1.0,,
1356,0.01202,1.0,,
1357,0.03307,0.98507,,
1358,0.1542,0.96825,,
1359,0.09675,0.98361,,
1360,0.00016,1.0,,
1361,0.00089,1.0,,
1362,0.00051,1.0,,
1363,0.07629,0.98361,,
1364,0.03379,0.98333,,
1365,0.00545,1.0,,
1366,0.00187,1.0,,
1367,0.00028,1.0,,
1368,0.00257,1.0,,
1369,0.0774,0.96923,,
1370,0.07066,0.98529,,
1371,0.05784,0.98529,,
1372,0.01218,1.0,,
1373,0.00064,1.0,,
1374,0.00088,1.0,,
1375,0.0027,1.0,,
1376,0.00243,1.0,,
1377,0.11765,0.98507,,
1378,0.03853,0.98413,,
1379,0.0037,1.0,,
1380,0.04049,0.98387,,
1381,0.08684,0.98276,,
1382,0.00035,1.0,,
1383,0.10442,0.97368,,
1384,0.17932,0.98387,,
1385,0.00021,1.0,,
1386,0.00027,1.0,,
1387,0.11373,0.98485,,
1388,0.05465,0.98507,,
1389,0.1953,0.97143,,
1390,0.03616,0.98529,,
1391,0.04884,0.98333,,
1392,0.00461,1.0,,
1393,0.16566,0.97015,,
1394,0.04961,0.98413,,
1395,0.09729,0.97222,,
1396,0.13474,0.98485,,
1397,0.00054,1.0,,
1398,8e-05,1.0,,
1399,0.04844,0.98361,,
1400,9e-05,1.0,0.0075,1.0
1401,0.07768,0.98529,,
1402,0.09274,0.98551,,
1403,0.00029,1.0,,
1404,0.02869,0.98387,,
1405,0.00263,1.0,,
1406,0.00042,1.0,,
1407,0.00016,1.0,,
1408,0.04778,0.98485,,
1409,0.00022,1.0,,
1410,0.04284,0.98333,,
1411,0.04491,0.98182,,
1412,0.00242,1.0,,
1413,0.04753,0.98571,,
1414,0.00121,1.0,,
1415,0.04865,0.98182,,
1416,0.00077,1.0,,
1417,0.00561,1.0,,
1418,0.00911,1.0,,
1419,0.02781,0.98551,,
1420,0.00244,1.0,,
1421,0.00754,1.0,,
1422,0.06715,0.97143,,
1423,0.00274,1.0,,
1424,0.00646,1.0,,
1425,0.00188,1.0,,
1426,0.00474,1.0,,
1427,0.07561,0.98462,,
1428,0.0028,1.0,,
1429,0.0002,1.0,,
1430,0.00199,1.0,,
1431,0.06725,0.98387,,
1432,0.00045,1.0,,
1433,0.10514,0.97015,,
1434,0.03754,0.98485,,
1435,0.10304,0.97101,,
1436,0.0959,0.95312,,
1437,0.09439,0.95161,,
1438,0.00025,1.0,,
1439,0.06377,0.98507,,
1440,0.28348,0.93846,,
1441,0.00095,1.0,,
1442,0.01111,1.0,,
1443,0.06193,0.98485,,
1444,0.08764,0.98485,,
1445,0.07994,0.98276,,
1446,0.01115,1.0,,
1447,0.04337,0.98462,,
1448,0.01092,1.0,,
1449,0.13871,0.96774,,
1450,0.00308,1.0,,
1451,0.00274,1.0,,
1452,0.15493,0.95385,,
1453,0.00888,1.0,,
1454,0.03058,0.98361,,
1455,0.04232,0.98438,,
1456,0.00225,1.0,,
1457,0.00076,1.0,,
1458,0.00111,1.0,,
1459,0.00161,1.0,,
1460,0.04676,0.97143,,
1461,0.00114,1.0,,
1462,0.14505,0.98551,,
1463,0.09692,0.98485,,
1464,0.0939,0.95161,,
1465,0.0521,0.98485,,
1466,0.23216,0.94915,,
1467,0.02024,0.98485,,
1468,0.00161,1.0,,
1469,0.14074,0.97183,,
1470,0.00141,1.0,,
1471,0.00052,1.0,,
1472,0.00471,1.0,,
1473,0.05367,0.98361,,
1474,0.00078,1.0,,
1475,0.00937,1.0,,
1476,0.08177,0.97143,,
1477,0.0002,1.0,,
1478,0.05644,0.98333,,
1479,0.0004,1.0,,
1480,0.00013,1.0,,
1481,0.00179,1.0,,
1482,0.02338,0.98462,,
1483,0.04372,0.98387,,
1484,0.00044,1.0,,
1485,0.00077,1.0,,
1486,0.00181,1.0,,
1487,0.00138,1.0,,
1488,0.14071,0.97183,,
1489,0.00028,1.0,,
1490,0.04682,0.98485,,
1491,0.0012,1.0,,
1492,0.01882,0.98305,,
1493,0.07256,0.98276,,
1494,0.14483,0.98182,,
1495,0.00142,1.0,,
1496,0.00046,1.0,,
1497,0.00036,1.0,,
1498,0.00197,1.0,,
1499,0.00029,1.0,,
1500,0.00069,1.0,0.14371,0.97436
1501,0.00016,1.0,,
1502,0.00205,1.0,,
1503,0.00019,1.0,,
1504,0.04226,0.98462,,
1505,0.04544,0.98361,,
1506,0.00334,1.0,,
1507,0.07359,0.98333,,
1508,0.1107,0.96774,,
1509,0.07813,0.98246,,
1510,0.04232,0.98387,,
1511,0.05701,0.98361,,
1512,0.00116,1.0,,
1513,0.00157,1.0,,
1514,0.00021,1.0,,
1515,0.00016,1.0,,
1516,0.00045,1.0,,
1517,0.00143,1.0,,
1518,0.00499,1.0,,
1519,0.09894,0.96923,,
1520,0.12562,0.9661,,
1521,8e-05,1.0,,
1522,0.0026,1.0,,
1523,0.00356,1.0,,
1524,0.18054,0.94118,0.00106,1.0
