step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1024,0.00021,1.0,,
1025,7e-05,1.0,,
1026,3e-05,1.0,,
1027,8e-05,1.0,,
1028,0.04436,0.99145,,
1029,0.17026,0.97222,,
1030,0.19276,0.98198,,
1031,0.00041,1.0,,
1032,0.00016,1.0,,
1033,0.07674,0.9916,,
1034,7e-05,1.0,,
1035,0.02513,0.99145,,
1036,1e-05,1.0,,
1037,0.00019,1.0,,
1038,3e-05,1.0,,
1039,5e-05,1.0,,
1040,2e-05,1.0,,
1041,0.05749,0.99099,,
1042,1e-05,1.0,,
1043,2e-05,1.0,,
1044,0.02731,0.99107,,
1045,0.03352,0.99145,,
1046,0.06757,0.99115,,
1047,0.00051,1.0,,
1048,0.03182,0.99065,,
1049,0.00138,1.0,,
1050,2e-05,1.0,,
1051,0.06311,0.9916,,
1052,6e-05,1.0,,
1053,9e-05,1.0,,
1054,0.05304,0.99099,,
1055,4e-05,1.0,,
1056,0.00213,1.0,,
1057,0.00044,1.0,,
1058,2e-05,1.0,,
1059,4e-05,1.0,,
1060,0.12089,0.98214,,
1061,0.15376,0.97368,,
1062,0.0,1.0,,
1063,8e-05,1.0,,
1064,0.05823,0.99153,,
1065,0.0001,1.0,,
1066,7e-05,1.0,,
1067,0.00525,1.0,,
1068,0.02394,0.99074,,
1069,0.00032,1.0,,
1070,0.04152,0.99099,,
1071,0.00192,1.0,,
1072,0.00017,1.0,,
1073,0.0001,1.0,,
1074,0.01444,0.99145,,
1075,5e-05,1.0,,
1076,2e-05,1.0,,
1077,0.0802,0.9845,,
1078,0.00106,1.0,,
1079,7e-05,1.0,,
1080,5e-05,1.0,,
1081,0.0,1.0,,
1082,0.10492,0.99138,,
1083,0.0,1.0,,
1084,1e-05,1.0,,
1085,8e-05,1.0,,
1086,0.02191,0.99194,,
1087,4e-05,1.0,,
1088,9e-05,1.0,,
1089,3e-05,1.0,,
1090,4e-05,1.0,,
1091,0.00446,1.0,,
1092,0.12683,0.99115,,
1093,3e-05,1.0,,
1094,0.03997,0.99091,,
1095,4e-05,1.0,,
1096,6e-05,1.0,,
1097,7e-05,1.0,,
1098,7e-05,1.0,,
1099,0.10713,0.98198,,
1100,0.00011,1.0,7e-05,1.0
1101,0.0076,1.0,,
1102,9e-05,1.0,,
1103,0.07556,0.99115,,
1104,9e-05,1.0,,
1105,0.0001,1.0,,
1106,0.0221,0.99074,,
1107,0.03891,0.99138,,
1108,0.00602,1.0,,
1109,0.00022,1.0,,
1110,0.00012,1.0,,
1111,0.03257,0.99091,,
1112,0.00012,1.0,,
1113,7e-05,1.0,,
1114,8e-05,1.0,,
1115,6e-05,1.0,,
1116,0.00041,1.0,,
1117,9e-05,1.0,,
1118,0.00029,1.0,,
1119,0.07602,0.9916,,
1120,8e-05,1.0,,
1121,0.00017,1.0,,
1122,0.03882,0.98305,,
1123,0.05301,0.99099,,
1124,0.00017,1.0,,
1125,1e-05,1.0,,
1126,0.00149,1.0,,
1127,9e-05,1.0,,
1128,0.01526,0.99048,,
1129,4e-05,1.0,,
1130,7e-05,1.0,,
1131,2e-05,1.0,,
1132,0.16167,0.98182,,
1133,2e-05,1.0,,
1134,2e-05,1.0,,
1135,0.1131,0.99145,,
1136,0.05276,0.99107,,
1137,0.01091,0.99145,,
1138,0.11758,0.98291,,
1139,0.06109,0.99145,,
1140,0.02275,0.9913,,
1141,0.00064,1.0,,
1142,0.06347,0.99065,,
1143,0.00089,1.0,,
1144,5e-05,1.0,,
1145,0.00018,1.0,,
1146,0.00845,0.99107,,
1147,0.00101,1.0,,
1148,0.00013,1.0,,
1149,3e-05,1.0,,
1150,0.00035,1.0,,
1151,5e-05,1.0,,
1152,4e-05,1.0,,
1153,0.0001,1.0,,
1154,3e-05,1.0,,
1155,0.00011,1.0,,
1156,0.00011,1.0,,
1157,6e-05,1.0,,
1158,0.05744,0.99065,,
1159,0.06205,0.99145,,
1160,0.05508,0.99138,,
1161,2e-05,1.0,,
1162,9e-05,1.0,,
1163,3e-05,1.0,,
1164,0.00113,1.0,,
1165,2e-05,1.0,,
1166,5e-05,1.0,,
1167,0.05206,0.99115,,
1168,0.00087,1.0,,
1169,0.00022,1.0,,
1170,0.01732,0.99123,,
1171,0.1055,0.99074,,
1172,1e-05,1.0,,
1173,0.00758,0.99237,,
1174,0.05767,0.99115,,
1175,7e-05,1.0,,
1176,1e-05,1.0,,
1177,0.00121,1.0,,
1178,0.03891,0.99115,,
1179,0.06481,0.99065,,
1180,0.04647,0.99138,,
1181,9e-05,1.0,,
1182,4e-05,1.0,,
1183,0.00012,1.0,,
1184,2e-05,1.0,,
1185,0.00199,1.0,,
1186,0.00014,1.0,,
1187,0.01242,0.9913,,
1188,0.0001,1.0,,
1189,0.0001,1.0,,
1190,5e-05,1.0,,
1191,4e-05,1.0,,
1192,1e-05,1.0,,
1193,1e-05,1.0,,
1194,8e-05,1.0,,
1195,6e-05,1.0,,
1196,1e-05,1.0,,
1197,5e-05,1.0,,
1198,1e-05,1.0,,
1199,0.0492,0.99091,,
1200,5e-05,1.0,0.05387,0.99145
1201,0.12847,0.97414,,
1202,0.00259,1.0,,
1203,2e-05,1.0,,
1204,3e-05,1.0,,
1205,2e-05,1.0,,
1206,0.02972,0.99145,,
1207,3e-05,1.0,,
1208,0.01739,0.99091,,
1209,1e-05,1.0,,
1210,0.08639,0.99091,,
1211,1e-05,1.0,,
1212,0.0,1.0,,
1213,0.0,1.0,,
1214,0.00106,1.0,,
1215,9e-05,1.0,,
1216,0.00013,1.0,,
1217,0.0,1.0,,
1218,5e-05,1.0,,
1219,0.06661,0.99083,,
1220,0.01942,0.99145,,
1221,2e-05,1.0,,
1222,1e-05,1.0,,
1223,1e-05,1.0,,
1224,1e-05,1.0,,
1225,0.00046,1.0,,
1226,0.0,1.0,,
1227,0.05559,0.98291,,
1228,0.08122,0.99123,,
1229,5e-05,1.0,,
1230,1e-05,1.0,,
1231,0.0004,1.0,,
1232,1e-05,1.0,,
1233,1e-05,1.0,,
1234,0.06838,0.9916,,
1235,0.18755,0.98261,,
1236,0.0,1.0,,
1237,2e-05,1.0,,
1238,0.10175,0.99115,,
1239,0.13049,0.98214,,
1240,1e-05,1.0,,
1241,2e-05,1.0,,
1242,0.10098,0.99083,,
1243,4e-05,1.0,,
1244,1e-05,1.0,,
1245,0.06597,0.99091,,
1246,2e-05,1.0,,
1247,0.08104,0.99074,,
1248,3e-05,1.0,,
1249,2e-05,1.0,,
1250,0.02027,0.99091,,
1251,0.0,1.0,,
1252,0.01057,0.99074,,
1253,8e-05,1.0,,
1254,1e-05,1.0,,
1255,0.06213,0.99091,,
1256,2e-05,1.0,,
1257,2e-05,1.0,,
1258,5e-05,1.0,,
1259,0.00099,1.0,,
1260,4e-05,1.0,,
1261,0.02648,0.99099,,
1262,0.00012,1.0,,
1263,0.00635,1.0,,
1264,0.07856,0.9823,,
1265,0.09524,0.98319,,
1266,9e-05,1.0,,
1267,6e-05,1.0,,
1268,0.0319,0.9916,,
1269,0.00135,1.0,,
1270,5e-05,1.0,,
1271,0.00032,1.0,,
1272,6e-05,1.0,,
1273,6e-05,1.0,,
1274,0.00025,1.0,,
1275,0.00922,0.99123,,
1276,0.07379,0.99145,,
1277,0.00016,1.0,,
1278,0.00061,1.0,,
1279,0.17188,0.97414,,
1280,0.00107,1.0,,
1281,0.18086,0.98182,,
1282,3e-05,1.0,,
1283,3e-05,1.0,,
1284,3e-05,1.0,,
1285,0.05683,0.99074,,
1286,1e-05,1.0,,
1287,0.01952,0.99138,,
1288,0.12576,0.98347,,
1289,0.12641,0.98198,,
1290,0.04265,0.98361,,
1291,5e-05,1.0,,
1292,0.15032,0.98246,,
1293,0.05982,0.99099,,
1294,7e-05,1.0,,
1295,0.04902,0.99091,,
1296,0.00019,1.0,,
1297,6e-05,1.0,,
1298,0.00019,1.0,,
1299,0.00011,1.0,,
1300,0.00027,1.0,0.05416,0.99099
1301,5e-05,1.0,,
1302,0.00281,1.0,,
1303,0.00012,1.0,,
1304,0.01438,0.99115,,
1305,0.0464,0.99099,,
1306,5e-05,1.0,,
1307,0.02291,0.99123,,
1308,6e-05,1.0,,
1309,0.00039,1.0,,
1310,0.00019,1.0,,
1311,2e-05,1.0,,
1312,0.00038,1.0,,
1313,0.00015,1.0,,
1314,0.00022,1.0,,
1315,0.04023,0.99138,,
1316,8e-05,1.0,,
1317,0.04571,0.9916,,
1318,7e-05,1.0,,
1319,0.00012,1.0,,
1320,8e-05,1.0,,
1321,0.01365,0.99091,,
1322,0.00074,1.0,,
1323,0.03278,0.99074,,
1324,0.00972,0.99115,,
1325,3e-05,1.0,,
1326,0.01452,0.99048,,
1327,2e-05,1.0,,
1328,9e-05,1.0,,
1329,4e-05,1.0,,
1330,0.00021,1.0,,
1331,8e-05,1.0,,
1332,2e-05,1.0,,
1333,4e-05,1.0,,
1334,7e-05,1.0,,
1335,0.0019,1.0,,
1336,0.00012,1.0,,
1337,0.00962,0.99099,,
1338,0.06254,0.99074,,
1339,4e-05,1.0,,
1340,5e-05,1.0,,
1341,0.00013,1.0,,
1342,0.06948,0.99074,,
1343,0.07384,0.99145,,
1344,8e-05,1.0,,
1345,0.00108,1.0,,
1346,1e-05,1.0,,
1347,9e-05,1.0,,
1348,0.04327,0.99145,,
1349,0.017,0.99065,,
1350,8e-05,1.0,,
1351,6e-05,1.0,,
1352,0.03834,0.99138,,
1353,0.03831,0.9913,,
1354,0.00013,1.0,,
1355,0.00011,1.0,,
1356,8e-05,1.0,,
1357,0.19876,0.97368,,
1358,0.00075,1.0,,
1359,0.0718,0.99074,,
1360,0.04228,0.99138,,
1361,0.00163,1.0,,
1362,3e-05,1.0,,
1363,4e-05,1.0,,
1364,0.12099,0.98276,,
1365,6e-05,1.0,,
1366,0.03901,0.99115,,
1367,0.12665,0.97436,,
1368,0.0001,1.0,,
1369,0.0001,1.0,,
1370,0.04565,0.99091,,
1371,0.07387,0.98246,,
1372,0.00013,1.0,,
1373,0.00014,1.0,,
1374,0.0001,1.0,,
1375,0.00026,1.0,,
1376,0.00011,1.0,,
1377,0.04009,0.99194,,
1378,4e-05,1.0,,
1379,0.00025,1.0,,
1380,0.00014,1.0,,
1381,0.0547,0.99145,,
1382,0.00664,1.0,,
1383,4e-05,1.0,,
1384,6e-05,1.0,,
1385,0.01762,0.99115,,
1386,5e-05,1.0,,
1387,0.02718,0.99115,,
1388,5e-05,1.0,,
1389,0.00022,1.0,,
1390,0.02064,0.9916,,
1391,0.08107,0.9913,,
1392,9e-05,1.0,,
1393,0.05968,0.99065,,
1394,7e-05,1.0,,
1395,0.0001,1.0,,
1396,0.00011,1.0,,
1397,0.01269,0.99138,,
1398,0.0001,1.0,,
1399,0.04565,0.99091,,
1400,0.00025,1.0,7e-05,1.0
1401,0.00014,1.0,,
1402,0.00079,1.0,,
1403,0.00018,1.0,,
1404,9e-05,1.0,,
1405,0.00013,1.0,,
1406,0.00015,1.0,,
1407,0.07189,0.99174,,
1408,0.0001,1.0,,
1409,0.01619,0.99115,,
1410,0.00018,1.0,,
1411,0.04526,0.99123,,
1412,0.081,0.99048,,
1413,6e-05,1.0,,
1414,7e-05,1.0,,
1415,8e-05,1.0,,
1416,0.04449,0.99115,,
1417,0.08609,0.98291,,
1418,0.00737,1.0,,
1419,1e-05,1.0,,
1420,0.06193,0.98214,,
1421,0.0001,1.0,,
1422,0.00011,1.0,,
1423,5e-05,1.0,,
1424,0.07922,0.9916,,
1425,0.00033,1.0,,
1426,0.02377,0.99123,,
1427,0.05962,0.99167,,
1428,2e-05,1.0,,
1429,0.05765,0.98261,,
1430,0.04171,0.99115,,
1431,0.00057,1.0,,
1432,0.00027,1.0,,
1433,9e-05,1.0,,
1434,2e-05,1.0,,
1435,5e-05,1.0,,
1436,0.06335,0.99138,,
1437,0.00012,1.0,,
1438,0.0002,1.0,,
1439,0.00012,1.0,,
1440,9e-05,1.0,,
1441,7e-05,1.0,,
1442,0.00022,1.0,,
1443,0.00021,1.0,,
1444,0.13759,0.97479,,
1445,0.07103,0.99099,,
1446,9e-05,1.0,,
1447,0.0609,0.99099,,
1448,1e-05,1.0,,
1449,0.03669,0.99123,,
1450,0.01527,0.99138,,
1451,8e-05,1.0,,
1452,5e-05,1.0,,
1453,9e-05,1.0,,
1454,1e-05,1.0,,
1455,5e-05,1.0,,
1456,5e-05,1.0,,
1457,0.00014,1.0,,
1458,0.03638,0.99099,,
1459,0.00011,1.0,,
1460,6e-05,1.0,,
1461,0.00161,1.0,,
1462,5e-05,1.0,,
1463,0.00029,1.0,,
1464,0.00015,1.0,,
1465,0.0006,1.0,,
1466,0.09438,0.99123,,
1467,5e-05,1.0,,
1468,0.00012,1.0,,
1469,0.00099,1.0,,
1470,2e-05,1.0,,
1471,0.00042,1.0,,
1472,0.00016,1.0,,
1473,4e-05,1.0,,
1474,4e-05,1.0,,
1475,0.07366,0.98246,,
1476,0.02466,0.9913,,
1477,0.17008,0.9823,,
1478,7e-05,1.0,,
1479,0.00013,1.0,,
1480,0.10548,0.99123,,
1481,0.11696,0.98246,,
1482,9e-05,1.0,,
1483,0.00018,1.0,,
1484,5e-05,1.0,,
1485,0.0002,1.0,,
1486,0.06457,0.98261,,
1487,0.02378,0.99138,,
1488,0.00011,1.0,,
1489,0.0001,1.0,,
1490,0.04489,0.99123,,
1491,4e-05,1.0,,
1492,0.00965,0.99115,,
1493,9e-05,1.0,,
1494,2e-05,1.0,,
1495,0.08907,0.99115,,
1496,0.05146,0.99145,,
1497,2e-05,1.0,,
1498,0.00012,1.0,,
1499,0.00226,1.0,,
1500,0.00018,1.0,0.02594,0.99107
1501,0.02718,0.98261,,
1502,7e-05,1.0,,
1503,0.10361,0.99138,,
1504,0.00011,1.0,,
1505,0.00013,1.0,,
1506,2e-05,1.0,,
1507,0.04659,0.99099,,
1508,0.00994,0.99074,,
1509,8e-05,1.0,,
1510,1e-05,1.0,,
1511,0.00012,1.0,,
1512,7e-05,1.0,,
1513,0.00013,1.0,,
1514,0.00025,1.0,,
1515,0.00017,1.0,,
1516,0.01391,0.99074,,
1517,0.06676,0.97581,,
1518,0.07283,0.99091,,
1519,0.02576,0.99107,,
1520,6e-05,1.0,,
1521,0.00047,1.0,,
1522,0.0002,1.0,,
1523,0.08418,0.99115,,
1524,2e-05,1.0,,
1525,2e-05,1.0,,
1526,0.05293,0.99107,,
1527,0.00202,1.0,,
1528,5e-05,1.0,,
1529,1e-05,1.0,,
1530,0.09282,0.98261,,
1531,7e-05,1.0,,
1532,0.05318,0.99153,,
1533,8e-05,1.0,0.00028,1.0
